#GENERATED_BY	cgatools
#GENERATED_AT	2011-Sep-25 11:57:28.488765
#SOFTWARE_VERSION	2.0.0.32
#FORMAT_VERSION	2.0
#TYPE	SV-EVENTS

>EventId	Type	RelatedJunctionIds	MatePairCounts	FrequenciesInBaselineGenomeSet	OriginRegionChr	OriginRegionBegin	OriginRegionEnd	OriginRegionLength	OriginRegionStrand	DestinationRegionChr	DestinationRegionBegin	DestinationRegionEnd	DestinationRegionLength	DestinationRegionStrand	DisruptedGenes	ContainedGenes	GeneFusions	RelatedMobileElement	MobileElementChr	MobileElementBegin	MobileElementEnd	MobileElementStrand
1175	deletion	6942	40	1.00	chr4	44507279	44507733	454	+													
1176	deletion	6943	14	1.00	chr4	43931496	43931837	341	+													
1177	deletion	6944	64	0.00	chr4	42403435	42407164	3729	+						SHISA3							
1178	deletion	6954	136	0.35	chr4	20407541	20408530	989	+						SLIT2							
1179	deletion	6955	213	0.96	chr4	19079458	19085558	6100	+													
1180	deletion	6957	303	0.90	chr4	10211263	10234570	23307	+													
1181	complex	6965;6966	148;11	1.00;1.00																		
1182	deletion	6967	364	0.85	chr4	2397851	2398505	654	+						ZFYVE28							
1183	deletion	6971	236	0.33	chr4	64517	67887	3370	+						ZNF595							
1184	deletion	6975	33	0.42	chr3	195457234	195470984	13750	+						MUC20							
1185	deletion	6976	68	0.40	chr3	194555650	194556284	634	+													
1186	deletion	6978	174	0.83	chr3	194398864	194400472	1608	+													
1187	deletion	6979	60	0.98	chr3	194384151	194384543	392	+						LSG1							
1188	deletion	6980	180	0.63	chr3	192744355	192744895	540	+													
1189	deletion	6981	211	0.08	chr3	192389879	192392031	2152	+						FGF12							
1190	complex	6983;6984	13;7	0.94;0.94																		
1191	deletion	6988	10	0.98	chr3	188304849	188305182	333	+						LPP							
1192	deletion	6989	102	1.00	chr3	186581033	186585302	4269	+													
1193	deletion	6992	14	0.63	chr3	177363071	177363564	493	+													
1194	deletion	6993	10	0.63	chr3	172400912	172401233	321	+						AADACL1							
1195	deletion	6995	185	0.46	chr3	159257021	159257690	669	+						SCHIP1							
1196	deletion	6996	223	0.00	chr3	155137508	155148429	10921	+													
1197	deletion	6997	130	1.00	chr3	152311729	152313161	1432	+													
1198	deletion	7001	49	0.92	chr3	148281440	148285425	3985	+													
1199	deletion	7002	217	0.40	chr3	147606663	147607240	577	+													
1200	deletion	7007	24	0.69	chr3	137072366	137073451	1085	+													
1201	deletion	7008	176	0.50	chr3	136021013	136026199	5186	+						PCCB							
1202	deletion	7010	217	0.00	chr3	134339552	134340188	636	+						KY							
1203	deletion	7013	131	0.58	chr3	130347574	130353116	5542	+						COL6A6							
1204	deletion	7014	15	0.37	chr3	129763382	129806747	43365	+						ARVP6125;LOC644974		ARVP6125/LOC644974					
1205	deletion	7015	350	0.13	chr3	128379028	128404000	24972	+													
1206	deletion	7017	63	0.00	chr3	125862164	125862690	526	+						ALDH1L1							
1207	deletion	7018	11	0.98	chr3	123236757	123237072	315	+						PTPLB							
1208	deletion	7019	11	0.65	chr3	123197622	123197975	353	+													
1209	deletion	7021	144	1.00	chr3	119893985	119894445	460	+						GPR156							
1210	deletion	7025	15	1.00	chr3	112467401	112467731	330	+													
1211	deletion	7026	29	0.81	chr3	102283787	102284125	338	+													
1212	deletion	7033	207	0.15	chr3	100521629	100522507	878	+						ABI3BP							
1213	deletion	7040	113	0.96	chr3	83853125	83855359	2234	+													
1214	deletion	7041	11	0.94	chr3	82936658	82936959	301	+													
1215	deletion	7046	81	0.94	chr3	75787295	75787799	504	+						ZNF717							
1216	deletion	7047	11	0.37	chr3	75778199	75778439	240	+													
1217	deletion	7050	10	0.42	chr3	75694478	75695451	973	+													
1218	deletion	7053	21	0.60	chr3	70013476	70013889	413	+						MITF							
1219	deletion	7056	115	0.88	chr3	68739688	68747863	8175	+													
1220	deletion	7057	15	0.48	chr3	68634773	68640256	5483	+													
1221	deletion	7058	131	0.08	chr3	65188871	65214750	25879	+													
1222	deletion	7062	29	1.00	chr3	49494287	49494616	329	+													
1223	deletion	7064	275	0.54	chr3	47490669	47493442	2773	+						SCAP							
1224	deletion	7065	74	0.96	chr3	45609904	45610320	416	+													
1225	deletion	7066	18	1.00	chr3	43031106	43031434	328	+						LOC729085							
1226	deletion	7067	50	1.00	chr3	42838373	42840827	2454	+						HIGD1A							
1227	deletion	7069	11	0.69	chr3	36108134	36108452	318	+													
1228	deletion	7071	57	1.00	chr3	32806813	32808128	1315	+						CNOT10							
1229	deletion	7072	369	0.63	chr3	32102052	32107885	5833	+													
1230	deletion	7073	154	0.56	chr3	26450970	26452299	1329	+													
1231	deletion	7074	102	0.67	chr3	25030887	25032249	1362	+													
1232	deletion	7076	12	0.65	chr3	23764073	23764403	330	+													
1233	deletion	7078	15	0.17	chr3	20311418	20317733	6315	+													
1234	deletion	7079	208	0.35	chr3	16239409	16241210	1801	+						GALNTL2							
1235	deletion	7081	79	0.79	chr3	10397475	10397824	349	+						ATP2B2							
1236	deletion	7082	186	0.31	chr3	8325639	8326812	1173	+													
1237	deletion	7083	16	0.52	chr3	6700874	6701257	383	+													
1238	deletion	7084	102	1.00	chr3	4066937	4069568	2631	+													
1239	deletion	7085	16	0.67	chr3	2311589	2311937	348	+						CNTN4							
1240	deletion	7087	269	0.52	chr2	241047736	241048308	572	+													
1241	deletion	7088	27	0.67	chr2	240981394	240982052	658	+						PRR21							
1242	deletion	7089	265	0.31	chr2	240838376	240838894	518	+													
1243	deletion	7094	71	0.46	chr2	233332718	233333480	762	+													
1244	deletion	7095	149	0.31	chr2	229264346	229268338	3992	+													
1245	deletion	7096	115	0.35	chr2	227165426	227171171	5745	+													
1246	deletion	7097	194	0.73	chr2	226039583	226040060	477	+													
1247	deletion	7100	274	1.00	chr2	223760180	223762673	2493	+						ACSL3							
1248	complex	7102;7103;7104	65;3;4	0.58;0.58;0.13																		
1249	deletion	7105	94	0.00	chr2	217212505	217213423	918	+						MARCH4							
1250	deletion	7106	68	0.90	chr2	217089932	217092500	2568	+													
1251	deletion	7107	64	0.58	chr2	215728763	215730833	2070	+													
1252	deletion	7109	21	0.10	chr2	213370140	213371168	1028	+						ERBB4							
1253	deletion	7113	43	0.98	chr2	208474487	208476789	2302	+						FAM119A							
1254	complex	7114;7115	7;17	0.98;0.98																		
1255	deletion	7135	70	0.88	chr2	196214816	196215228	412	+													
1256	deletion	7139	16	1.00	chr2	184249981	184250324	343	+													
1257	deletion	7140	178	0.08	chr2	184085528	184090953	5425	+													
1258	deletion	7145	24	0.87	chr2	178287637	178288061	424	+						AGPS							
1259	deletion	7146	165	0.81	chr2	177265645	177272044	6399	+													
1260	deletion	7148	48	0.31	chr2	173179996	173186121	6125	+													
1261	deletion	7149	24	0.92	chr2	170641518	170643962	2444	+													
1262	deletion	7151	197	0.00	chr2	166853218	166944195	90977	+						SCN1A							
1263	deletion	7153	15	0.73	chr2	162332271	162334045	1774	+													
1264	complex	7156;9527	167;203	1.00;0.15											C3orf67							
1265	deletion	7159	10	0.98	chr2	151903089	151903365	276	+													
1266	deletion	7161	12	0.92	chr2	142351003	142351328	325	+						LRP1B							
1267	deletion	7162	14	0.00	chr2	140512408	140513474	1066	+													
1268	deletion	7163	306	0.98	chr2	134966707	134970137	3430	+													
1269	deletion	7164	13	0.69	chr2	134544291	134544623	332	+													
1270	deletion	7170	181	0.29	chr2	129638421	129646205	7784	+													
1271	deletion	7172	221	0.83	chr2	127674757	127677273	2516	+													
1272	deletion	7173	262	0.40	chr2	126509716	126510603	887	+													
1273	deletion	7174	96	0.02	chr2	126368483	126370220	1737	+													
1274	deletion	7186	31	0.46	chr2	109310554	109312110	1556	+													
1275	deletion	7187	286	0.56	chr2	108855418	108856281	863	+													
1276	deletion	7188	86	0.15	chr2	108275311	108279109	3798	+													
1277	deletion	7189	175	0.23	chr2	108016610	108019318	2708	+													
1278	deletion	7190	85	0.73	chr2	106695078	106695895	817	+													
1279	deletion	7191	12	0.87	chr2	102097853	102098180	327	+													
1280	deletion	7192	12	0.83	chr2	101975214	101975547	333	+						CREG2							
1281	deletion	7208	39	0.73	chr2	91784484	91785262	778	+						LOC388996							
1282	deletion	7209	18	0.88	chr2	89854082	89856593	2511	+													
1283	deletion	7211	334	0.88	chr2	89029234	89032288	3054	+						RPIA							
1284	interchromosomal	7306	117	0.00	chr1	31561816	31561816	0	+	chr6	41297837	41297837	0	+								
1285	complex	7314;7315	10;4	1.00;1.00																		
1286	deletion	7317	141	1.00	chr2	76526505	76528900	2395	+													
1287	deletion	7321	63	0.00	chr2	70159446	70358363	198917	+						MXD1	ASPRV1;LOC100133985;LOC100289359;PCBP1						
1288	deletion	7322	92	0.00	chr2	67007917	67265544	257627	+													
1289	deletion	7324	245	0.04	chr2	66185968	66197062	11094	+													
1290	deletion	7327	26	0.85	chr2	54565493	54567473	1980	+						C2orf73							
1291	deletion	7329	33	0.42	chr2	51973823	51974240	417	+													
1292	complex	7331;7332	28;4	0.88;0.88																		
1293	complex	7334;7335	51;37	0.00;0.00																		
1294	deletion	7336	134	0.87	chr2	41973148	41975872	2724	+													
1295	deletion	7337	11	0.94	chr2	39071490	39071832	342	+						DHX57							
1296	deletion	7340	60	0.00	chr2	11480755	55305649	43824894	+						ROCK2	ABCG5;ABCG8;ABHD1;ACYP2;ADCY3;AGBL5;ALK;APOB;ASB3;ASXL2;ATAD2B;ATL2;ATP6V1E2;BCYRN1;BIRC6;BRE;C2orf16;C2orf18;C2orf28;C2orf30;C2orf34;C2orf39;C2orf43;C2orf44;C2orf53;C2orf56;C2orf58;C2orf61;C2orf70;C2orf71;C2orf73;C2orf79;C2orf84;CAD;CALM2;CAPN13;CAPN14;CCDC121;CCDC75;CDC42EP3;CDKL4;CEBPZ;CENPA;CENPO;CGREF1;CHAC2;CIB4;CLIP4;COX7A2L;CRIM1;CRIPT;CYP1B1;DDX1;DHX57;DNAJC27;DNAJC5G;DNMT3A;DPY30;DPYSL5;DTNB;DYNC2LI1;E2F6;EFR3B;EHD3;EIF2AK2;EIF2B4;EMILIN1;EML4;EML6;EPAS1;EPCAM;FAM179A;FAM49A;FAM59B;FAM82A1;FAM84A;FAM98A;FBXO11;FEZ2;FKBP1B;FLJ46838;FNDC4;FOSL2;FOXN2;FSHR;FTHL3P;GALM;GALNT14;GCKR;GDF7;GEMIN6;GEN1;GPN1;GPR113;GPR75;GREB1;GTF2A1L;GTF3C2;HAAO;HADHA;HADHB;HEATR5B;HNRPLL;HS1BP3;IFT172;ITSN2;KCNG3;KCNK12;KCNK3;KCNS3;KHK;KIF3C;KLHL29;KLRAQ1;KRTCAP3;LAPTM4A;LBH;LCLAT1;LHCGR;LOC100128731;LOC100129149;LOC100129278;LOC100129588;LOC100129726;LOC100130502;LOC100130921;LOC100131373;LOC100131510;LOC100131554;LOC100134259;LOC100271715;LOC100271832;LOC100288243;LOC100288316;LOC100288342;LOC100288457;LOC100288550;LOC100288638;LOC100288662;LOC100288694;LOC100288705;LOC100288882;LOC100288911;LOC100288939;LOC100289053;LOC100289242;LOC100289378;LOC100289544;LOC285045;LOC344382;LOC375190;LOC388931;LOC388946;LOC388948;LOC391358;LOC391359;LOC400950;LOC646049;LOC646936;LOC650157;LOC728730;LOC728819;LOC729769;LOC729992;LOC730078;LOC730100;LPIN1;LRPPRC;LTBP1;MAP4K3;MAPRE3;MATN3;MCFD2;MEMO1;MORN2;MPV17;MRPL33;MSGN1;MSH2;MSH6;MTA3;MYADML;MYCN;MYCNOS;NBAS;NCOA1;NLRC4;NRBP1;NRXN1;NT5C1B;NTSR2;OSR1;OTOF;OXER1;PFN4;PIGF;PLB1;PLEKHH2;POMC;PPM1B;PPM1G;PPP1CB;PREB;PREPL;PRKCE;PRKD3;PSME4;PUM2;QPCT;RAB10;RAD51AP2;RASGRP3;RBKS;RDH14;RHOB;RHOQ;RPL23AP32;RTN4;SDC1;SELI;SF3B14;SFRS7;SGK493;SIX2;SIX3;SLC30A3;SLC30A6;SLC3A1;SLC4A1AP;SLC5A6;SLC8A1;SMC6;SNORD53;SNORD92;SNX17;SOCS5;SOS1;SPAST;SPDYA;SPTBN1;SRBD1;SRD5A2;STON1;STON1-GTF2A1L;STRN;SULT6B1;SUPT7L;TCF23;THADA;THUMPD2;TMEM178;TMEM214;TP53I3;TRIB2;TRIM54;TRMT61B;TSPYL6;TTC27;TTC32;TTC7A;UBXN2A;UCN;VIT;VSNL1;WDR35;WDR43;XDH;YIPF4;YPEL5;ZFP36L2;ZNF512;ZNF513						
1297	deletion	7342	78	0.29	chr2	34695829	34736567	40738	+													
1298	deletion	7343	180	0.71	chr2	34523654	34525719	2065	+													
1299	deletion	7344	383	0.00	chr2	33178170	33243253	65083	+						LTBP1							
1300	deletion	7345	18	0.71	chr2	33091738	33095634	3896	+						LOC285045							
1301	deletion	7347	12	1.00	chr2	25227629	25227944	315	+													
1302	deletion	7348	117	0.00	chr2	22517904	22518438	534	+													
1303	complex	7349;7350	25;3	0.87;0.87																		
1304	deletion	7352	48	0.29	chr2	19002874	19003391	517	+													
1305	deletion	7353	80	0.21	chr2	18118866	18120020	1154	+													
1306	complex	7356;7357	39;3	0.88;0.88																		
1307	complex	7358;7359	28;6	0.98;0.98																		
1308	deletion	7362	174	0.96	chr2	4781310	4787375	6065	+													
1309	deletion	7364	124	0.65	chr2	2798774	2799255	481	+													
1310	deletion	7367	77	0.00	chr2	1006469	1017082	10613	+						SNTG2							
1311	deletion	7368	31	0.29	chr2	671446	671870	424	+						TMEM18							
1312	deletion	7369	27	0.29	chr1	248839556	248840908	1352	+													
1313	deletion	7370	45	1.00	chr1	248051489	248057649	6160	+													
1314	deletion	7371	19	0.12	chr1	247984836	247985241	405	+													
1315	deletion	7372	162	1.00	chr1	247850461	247856514	6053	+													
1316	deletion	7374	12	0.79	chr1	247027893	247028203	310	+						AHCTF1							
1317	deletion	7375	80	0.52	chr1	246683374	246685372	1998	+													
1318	complex	7376;7377	11;11	0.77;0.77											SMYD3							
1319	deletion	7380	284	0.63	chr1	243782745	243783755	1010	+						AKT3							
1320	deletion	7382	101	0.29	chr1	243127800	243129110	1310	+													
1321	complex	7385;7386	22;3	1.00;1.00											RGS7							
1322	deletion	7388	153	0.46	chr1	240392999	240394782	1783	+						FMN2							
1323	deletion	7390	85	0.98	chr1	236549097	236551340	2243	+													
1324	deletion	7391	113	0.35	chr1	236279414	236279962	548	+													
1325	deletion	7393	10	0.92	chr1	232423118	232423446	328	+													
1326	deletion	7397	351	0.31	chr1	230132638	230133878	1240	+						LOC100129238							
1327	deletion	7398	72	0.54	chr1	229812537	229820840	8303	+													
1328	deletion	7399	52	0.37	chr1	229373388	229373762	374	+													
1329	deletion	7401	11	0.92	chr1	228572175	228572504	329	+													
1330	deletion	7402	19	0.40	chr1	226985342	226986110	768	+													
1331	deletion	7404	32	1.00	chr1	224392834	224393147	313	+													
1332	deletion	7405	335	1.00	chr1	224247114	224247590	476	+													
1333	deletion	7406	95	0.44	chr1	222374165	222380539	6374	+													
1334	deletion	7407	24	0.73	chr1	222034158	222034490	332	+													
1335	deletion	7408	114	0.31	chr1	220502945	220503584	639	+													
1336	deletion	7409	24	0.88	chr1	219923323	219923641	318	+													
1337	deletion	7410	23	0.98	chr1	218785847	218786233	386	+													
1338	deletion	7411	169	0.52	chr1	218245638	218246499	861	+													
1339	deletion	7412	72	0.83	chr1	218182502	218188608	6106	+													
1340	deletion	7415	154	0.13	chr1	216231477	216232006	529	+						USH2A							
1341	deletion	7416	22	0.48	chr1	214770103	214770439	336	+													
1342	deletion	7417	71	0.04	chr1	213002652	213013569	10917	+						C1orf227							
1343	deletion	7418	421	0.87	chr1	212471144	212472625	1481	+						PPP2R5A							
1344	probable-inversion	7514	18	0.69	chr21	23626205	29293560	5667355	-													
1345	probable-inversion	7654	12	0.00	chr19	29351253	29353235	1982	-													
1346	probable-inversion	7714	19	0.96	chr19	4739135	4739702	567	-													
1347	probable-inversion	7718	80	0.00	chr18	53353496	53359826	6330	-													
1348	interchromosomal	7954	78	0.00	chr11	10564342	10564342	0	+	chr16	67640659	67640659	0	-	CTCF;LOC100129827							
1349	probable-inversion	8144	41	1.00	chr14	93926028	93926506	478	-						KIAA1409							
1350	probable-inversion	8196	37	0.85	chr12	128391065	128391939	874	-													
1351	probable-inversion	8248	26	0.96	chr12	10732133	10732290	157	-													
1352	probable-inversion	8249	13	0.21	chr12	10155044	10189618	34574	-						CLEC9A							
1353	probable-inversion	8251	17	0.06	chr12	9555868	9721885	166017	-						OVOS							
1354	probable-inversion	8266	68	1.00	chr11	126502594	126502667	73	-						KIRREL3							
1355	probable-inversion	8289	280	1.00	chr11	99690483	99691307	824	-						CNTN5							
1356	probable-inversion	8536	18	0.00	chr8	108569293	108569363	70	-													
1357	probable-inversion	8537	16	0.85	chr8	103435607	103435887	280	-													
1358	probable-inversion	8559	12	0.50	chr8	48893172	48893467	295	-													
1359	complex	8687;8688	47;5	1.00;1.00																		
1360	probable-inversion	8754	47	0.83	chr6	94741074	94741321	247	-													
1361	probable-inversion	8787	125	1.00	chr6	25647709	25647926	217	-													
1362	deletion	9008	201	0.83	chr1	210078055	210085977	7922	+													
1363	deletion	9010	172	0.75	chr1	207542021	207545622	3601	+													
1364	deletion	9014	116	0.00	chr1	203684421	203686344	1923	+						ATP2B4							
1365	deletion	9015	33	0.27	chr1	202360760	202361270	510	+						PPP1R12B							
1366	deletion	9017	335	0.96	chr1	199438729	199440236	1507	+													
1367	deletion	9019	366	1.00	chr1	197500515	197503278	2763	+						DENND1B							
1368	deletion	9020	30	0.00	chr1	194575586	194578070	2484	+													
1369	deletion	9022	33	0.00	chr1	188787270	188788775	1505	+													
1370	deletion	9023	307	1.00	chr1	188539456	188540231	775	+													
1371	deletion	9024	160	0.33	chr1	187716106	187722534	6428	+													
1372	complex	9027;9028	8;18	0.87;0.87											FAM129A							
1373	deletion	9029	317	0.79	chr1	184814730	184820786	6056	+						FAM129A							
1374	deletion	9031	15	1.00	chr1	180183843	180184162	319	+													
1375	deletion	9032	35	0.46	chr1	178495286	178495639	353	+													
1376	deletion	9034	17	0.63	chr1	169160037	169160366	329	+						NME7							
1377	deletion	9035	213	0.02	chr1	168572262	168574238	1976	+													
1378	deletion	9037	158	0.67	chr1	168024574	168025747	1173	+						IQWD1							
1379	complex	9066;9067	14;3	1.00;1.00											NOS1AP							
1380	deletion	9069	197	0.92	chr1	159648708	159649658	950	+													
1381	deletion	9071	71	0.96	chr1	158867533	158869984	2451	+													
1382	deletion	9072	13	0.69	chr1	158712047	158712369	322	+													
1383	deletion	9073	20	0.27	chr1	158050713	158051038	325	+						KIRREL							
1384	deletion	9075	683	1.00	chr1	156526711	156528942	2231	+						IQGAP3							
1385	deletion	9077	14	0.29	chr1	153215833	153216528	695	+													
1386	deletion	9079	29	1.00	chr1	150691451	150691785	334	+						HORMAD1							
1387	complex	9083;9771	11;8	0.42;0.23																		
1388	deletion	9085	1765	1.00	chr1	145092948	145097083	4135	+						SEC22B							
1389	complex	9086;9087	38;7	1.00;1.00											PDE4DIP							
1390	complex	9088;9089;9090	15;43;17	0.92;1.00;0.67											PDE4DIP							
1391	deletion	9092	75	0.00	chr1	144894270	144895268	998	+						PDE4DIP							
1392	deletion	9093	11	0.54	chr1	143542102	143543643	1541	+													
1393	deletion	9099	70	0.00	chr1	115757384	115758271	887	+													
1394	deletion	9100	29	0.37	chr1	112691792	112704705	12913	+													
1395	deletion	9105	23	0.27	chr1	93291832	93292632	800	+													
1396	deletion	9106	47	0.48	chr1	92232063	92233335	1272	+						TGFBR3							
1397	deletion	9109	49	0.38	chr1	89475937	89478653	2716	+						GBP3							
1398	deletion	9110	28	0.98	chr1	86740986	86741703	717	+													
1399	deletion	9113	19	1.00	chr1	85748634	85748964	330	+													
1400	deletion	9114	290	0.94	chr1	83125965	83127576	1611	+													
1401	deletion	9116	15	0.85	chr1	81687796	81688125	329	+													
1402	deletion	9117	245	0.81	chr1	81404759	81410950	6191	+													
1403	deletion	9119	61	0.00	chr1	80213772	80215814	2042	+													
1404	deletion	9122	10	0.98	chr1	76011881	76012211	330	+						SLC44A5							
1405	deletion	9124	12	0.94	chr1	73753607	73753922	315	+													
1406	deletion	9125	252	0.88	chr1	72766324	72811840	45516	+													
1407	deletion	9126	21	0.31	chr1	72449620	72450032	412	+						NEGR1							
1408	deletion	9130	138	0.87	chr1	68008008	68008865	857	+													
1409	deletion	9132	199	0.54	chr1	66024184	66030278	6094	+						LEPR							
1410	deletion	9133	29	1.00	chr1	63151835	63152174	339	+						DOCK7							
1411	deletion	9134	22	1.00	chr1	62390602	62390951	349	+						INADL							
1412	complex	9135;9136	13;25	0.33;0.33																		
1413	deletion	9137	395	1.00	chr1	58743912	58744825	913	+													
1414	deletion	9138	16	0.87	chr1	58343223	58343547	324	+						DAB1							
1415	deletion	9139	36	0.96	chr1	57242625	57242964	339	+						C1orf168							
1416	deletion	9141	10	1.00	chr1	56401293	56401614	321	+													
1417	deletion	9152	21	0.38	chr1	55092274	55095967	3693	+						ACOT11							
1418	deletion	9159	10	0.21	chr1	43008213	43008536	323	+						LOC728621							
1419	deletion	9169	82	1.00	chr1	25158703	25161525	2822	+						CLIC4							
1420	deletion	9170	82	0.33	chr1	17676168	17677661	1493	+						PADI4							
1421	deletion	9172	266	0.56	chr1	10482499	10483798	1299	+													
1422	deletion	9190	109	0.67	chr1	869520	870332	812	+						SAMD11							
1423	probable-inversion	9468	96	0.52	chr3	190833572	190834016	444	-													
1424	probable-inversion	9763	12	0.46	chr1	145833009	147394618	1561609	-								TSS-UPSTREAM[GPR89B]/GPR89A					
1425	probable-inversion	9772	129	0.00	chr1	120466129	145102259	24636130	-						NOTCH2;SEC22B		SEC22B/NOTCH2					
